baseMean log2FoldChange lfcSE stat pvalue padj
Solyc02g084780.5.1.3 390.219153412821 2.65505217269487 0.366669429031287 7.24099682842204 4.45398821573936e-13 1.36974984261371e-09
Solyc09g098160.3.1.6 824.451422061094 2.48328654799999 0.347545139702216 7.14522018672948 8.98517442760553e-13 2.63763879492555e-09
Solyc04g071070.2.1.3 1267.77649306869 2.42631157417059 0.340849984966433 7.11841479004182 1.09175397325204e-12 3.06555022176361e-09
Solyc04g071070.2.1.2 2131.47199651368 2.2414128202629 0.319267387413854 7.02048786886412 2.21094858803362e-12 5.94947840468279e-09
Solyc01g090810.4.1.1 116.466481013345 3.88661311271346 0.554531714725376 7.00882025230649 2.40335975401745e-12 6.20855118535819e-09
Solyc04g071083.1.1.1 2061.31421916038 2.19954826274813 0.314571390699536 6.99220694500168 2.70595330161137e-12 6.72137985094867e-09
Solyc09g014525.1.1.1 2614.67642484871 2.53722315976677 0.363945768606288 6.97143195120234 3.13731065204668e-12 7.50421468631403e-09
Solyc02g089630.3.1.3 279.348752949934 3.64953060700123 0.524595749585927 6.95684364557256 3.47980786008307e-12 8.0261768292816e-09
Solyc01g090810.4.1.2 72.8118691921132 6.051411924783 0.875551101112997 6.91154624452014 4.79399198988861e-12 1.06760548514133e-08
Solyc01g111900.5.1.3 390.763712607636 3.57171325830293 0.524409142161584 6.8109286645548 9.69707101890092e-12 2.08752080180886e-08
Solyc04g071070.2.1.1 11683.4411113072 2.36731314614212 0.347861066451906 6.80534090890973 1.00810227470182e-11 2.10016971305783e-08
Solyc02g084780.5.1.1 1107.28163182046 2.44745005515432 0.363183549050802 6.73887917432068 1.59613057801092e-11 3.03180308791473e-08
Solyc03g123630.4.1.2 5748.2916751267 2.11149518580302 0.312925352906856 6.74760023816773 1.50310393274157e-11 3.03180308791473e-08
Solyc12g087940.2.1.1 3116.85487654748 2.46786418386803 0.36618778871998 6.73934046925627 1.59107179065301e-11 3.03180308791473e-08
Solyc01g102895.1.1.1 2473.90351220627 2.04663550743729 0.305630418753702 6.69643916918689 2.13559286688164e-11 3.87720183016937e-08
Solyc04g009910.3.1.1 605.847102831729 -2.54006984674315 0.379415522605674 -6.69469142774909 2.16127196256074e-11 3.87720183016937e-08
Solyc05g012280.3.1.3 179.819402517138 3.20149378335787 0.478919905966719 6.68482087186485 2.31207276518924e-11 4.03562927895814e-08
Solyc02g084780.5.1.2 651.483566735246 2.56595100942341 0.384185278840874 6.6789415179185 2.4067417338175e-11 4.09032091193162e-08
Solyc02g084780.5.1.4 3370.79527613552 2.16830082074013 0.327986009234217 6.61095522276298 3.81847984884133e-11 6.32320681020181e-08
Solyc12g010980.3.1.1 537.483424892144 3.39427766320954 0.518145545809912 6.55081895551944 5.7222398117959e-11 9.23884228813508e-08
Solyc03g123630.4.1.1 9347.03470320313 1.96603101865133 0.3078013633495 6.38733694112641 1.68799441704755e-10 2.65887940101866e-07
Solyc05g014470.3.1.6 190.577297333185 4.11146515763141 0.664111689107924 6.19092424521873 5.98124520783702e-10 9.19716138125073e-07
Solyc05g055460.1.1.1 480.931642916157 -2.21163931654375 0.359807128987273 -6.1467356768853 7.90937689508944e-10 1.18791483404341e-06
Solyc03g122190.3.1.5 281.532723933048 2.86414765987841 0.467101271462466 6.13174879809455 8.69182716340751e-10 1.27576268606178e-06
Solyc02g084790.3.1.1 2907.13607697226 2.06576126582386 0.337737341606977 6.11647280692986 9.56692029747495e-10 1.34315401445984e-06
Solyc05g054580.3.1.3 96.3831823172142 3.8133961938809 0.62340368550377 6.11705750632402 9.53189765831991e-10 1.34315401445984e-06
Solyc11g021060.2.1.2 1033.92745753912 3.14647141280863 0.514853429368183 6.11139255043889 9.87654906327775e-10 1.35712189703107e-06
Solyc02g084790.3.1.2 449.954359103547 2.16810218513428 0.358100222005086 6.05445641165641 1.40892617303496e-09 1.89565146056133e-06
Solyc08g074630.2.1.1 447.32336715769 2.47297066159485 0.409059786964034 6.04549931429041 1.48947984093322e-09 1.96313443034998e-06
Solyc03g097620.1.1.1 391.425916075716 -2.79695689053891 0.469150025492352 -5.96175367912136 2.49545128412236e-09 3.15696269897267e-06
Solyc04g071900.5.1.3 1408.40384961994 1.94219941765553 0.325619322933938 5.96463195167802 2.45186064429604e-09 3.15696269897267e-06
Solyc10g076220.3.1.2 424.159569479476 2.66224665043738 0.446780206807255 5.95873901724992 2.54191663848408e-09 3.15696269897267e-06
Solyc03g083996.1.1.2 439.65955401048 3.28617249237396 0.553133673968145 5.94100964564166 2.8327194423183e-09 3.45174881176982e-06
Solyc12g005430.1.1.1 694.72688443218 2.45590558580638 0.417659550849013 5.88016143965593 4.09866529483657e-09 4.90185189020622e-06
Solyc04g009910.3.1.2 2742.84124562492 -1.89981359773688 0.325055697896866 -5.84457866768314 5.07852003028579e-09 5.9632905562894e-06
Solyc05g014470.3.1.4 154.885128027197 4.33173452595115 0.741612811854916 5.84096506520248 5.18992881306421e-09 5.9852854036663e-06
Solyc02g084790.3.1.4 941.874794287396 2.30700780853837 0.399752739120622 5.77108693141999 7.87618267110724e-09 8.92385314500786e-06
Solyc01g087540.5.1.3 2732.66681449282 1.85280725538183 0.322570537925732 5.74388246148015 9.25300283784476e-09 1.03030591254085e-05
Solyc09g010840.1.1.1 110.247220857409 3.06890553554265 0.537770453932733 5.70672024299521 1.15173848882552e-08 1.26070466246322e-05
Solyc03g114160.1.1.1 11237.5599734958 -1.67448545432772 0.294021787589666 -5.69510670639352 1.23294785210067e-08 1.32710396973942e-05
Solyc07g150147.2.1.1 343.046940231693 2.63149220335205 0.463152472831918 5.68169740574188 1.33364463807139e-08 1.41195800026109e-05
Solyc03g123630.4.1.3 2607.07209937759 1.84362965110928 0.324668894715578 5.67849178383524 1.35887559243724e-08 1.41546618565777e-05
Solyc03g097620.1.1.3 86.4642390890008 -4.53299620002471 0.802787586459434 -5.64656987288102 1.636806589099e-08 1.67790862122526e-05
Solyc03g025380.3.1.3 227.191564195976 2.56063582256727 0.455626379799102 5.62003416855786 1.90919696544732e-08 1.92655872535186e-05
Solyc04g071083.1.1.2 234.530385351384 2.24156924708433 0.405933916903993 5.52200531598959 3.35152346923161e-08 3.32997059522948e-05
Solyc02g084790.3.1.3 568.079825193674 2.20930858265947 0.402347051644661 5.49105200007942 3.99546686214847e-08 3.90962486198897e-05
Solyc01g067850.2.1.1 60.3651783417445 4.06208710582696 0.74452224409454 5.45596473180881 4.87076607852105e-08 4.69498231168726e-05
Solyc02g081370.2.1.2 86.8795037491918 3.35993460618287 0.616424131986642 5.45068635673673 5.01757931903951e-08 4.76537217032661e-05
Solyc01g086920.3.1.1 1816.07672704582 2.07048635004865 0.383215271788632 5.40293277035853 6.55600367347128e-08 6.13622940927713e-05
Solyc11g072760.1.1.1 137.594436758525 2.68310272617504 0.497032071312644 5.39824868662713 6.72945471079717e-08 6.20859491618147e-05
Solyc03g114800.1.1.1 454.345218595856 1.9066467051786 0.353671403716796 5.39101178421922 7.006207955759e-08 6.3728862281525e-05
Solyc10g076190.2.1.1 107.804290862899 3.10840552089617 0.577184673435605 5.38546095202745 7.22592216700981e-08 6.48145146374761e-05
Solyc08g067030.3.1.3 262.488470255207 2.15295849084002 0.400335776866773 5.37788180634302 7.53672644645876e-08 6.66762832007123e-05
Solyc03g097620.1.1.4 175.020450156809 -3.05570724339206 0.572565228887194 -5.33687183437765 9.45638331079522e-08 8.25286685105104e-05
Solyc01g087540.5.1.2 1244.63789986588 1.92881558621671 0.362056223822149 5.32739243053088 9.96327481561607e-08 8.57930952189489e-05
Solyc09g014525.1.1.2 1333.5859196535 2.29297635061763 0.430892710392237 5.32145542339382 1.02940336916361e-07 8.74749057727948e-05
Solyc02g062490.4.1.2 78.754008870602 3.2755330486673 0.618172313757784 5.29873786930991 1.16605895495471e-07 9.65466915754938e-05
Solyc04g078460.3.1.4 537.408209638047 1.98778541806477 0.375047557355246 5.30008895960342 1.15746269705206e-07 9.65466915754938e-05
Solyc01g111760.4.1.4 62.0210404600236 4.27687654437976 0.809266331083669 5.28488135500794 1.2578625353802e-07 0.000102829466151802
Solyc01g080150.3.1.2 351.419178554973 -1.99109860132848 0.378314270648711 -5.2630808716633 1.416612272414e-07 0.000114359567221301
Solyc02g089630.3.1.1 97.8524469408173 3.71286682875668 0.708412095239927 5.24111157009423 1.5961216757659e-07 0.000126925867322614
Solyc03g005840.3.1.2 946.046442972674 -1.99630493367982 0.381022743299704 -5.23933274006578 1.61158234809302e-07 0.000126925867322614
Solyc02g085500.5.1.1 74.8006127007836 3.40083360579055 0.649766389487516 5.23393278078427 1.6594082072613e-07 0.000129117952820903
Solyc01g104370.4.1.3 107.059653467538 3.80426034701672 0.727256636937504 5.23097370831369 1.68619492903929e-07 0.000129640286794304
Solyc10g076210.2.1.1 609.984646757021 2.25117176727757 0.431782006982985 5.21367664902785 1.85134063645312e-07 0.000140662683509901
Solyc01g006390.2.1.2 32.2413987100971 8.8898287879231 1.71213654360536 5.19224288572405 2.07775697596099e-07 0.000156029884908736
Solyc04g078470.3.1.1 278.856420714298 2.31975266828819 0.447227686666529 5.18696122232228 2.13753217160847e-07 0.000156870571257748
Solyc11g010990.3.1.3 244.556337713325 2.31071544623246 0.445429617304496 5.18761069417809 2.13009313634588e-07 0.000156870571257748
Solyc07g007755.2.1.2 1916.54775336569 2.49014248707381 0.48128788858484 5.17391471120482 2.29239496426895e-07 0.000166345451216199
Solyc10g076210.2.1.3 256.110246451961 2.08331240295957 0.404079974255394 5.15569326789463 2.52694253845571e-07 0.000181327781131719
Solyc05g053150.2.1.1 615.353780160912 -1.74833583289474 0.340040211801292 -5.14155612253416 2.72472234755462e-07 0.000193371449065684
Solyc10g009380.3.1.2 269.29825461439 2.04182169764833 0.39865939128978 5.12171979955731 3.02761554828943e-07 0.000212532029716987
Solyc02g080790.4.1.5 62.7746173027502 3.94715734768152 0.772109988766299 5.11216977517467 3.18479398887531e-07 0.000221161683214564
Solyc04g063210.3.1.1 473.784920265522 2.1488643421294 0.422060690038827 5.09136338172531 3.55497973757032e-07 0.000244242235544432
Solyc02g080790.4.1.1 120.39040843019 2.93027491935415 0.58002237988445 5.05200320018326 4.37200374052532e-07 0.000291085304711965
Solyc04g007790.3.1.1 58.0074652069177 3.65424061153327 0.72308117198768 5.05370731959196 4.33315472914399e-07 0.000291085304711965
Solyc08g079230.1.1.1 191.340950502011 2.4428757292602 0.483536483961468 5.05210218936628 4.36973790994072e-07 0.000291085304711965
Solyc04g071080.2.1.2 512.345815404759 1.9057862021077 0.378567093986541 5.03420987291478 4.79823767215191e-07 0.000316203862594811
Solyc03g083996.1.1.1 254.465022245532 3.08828231573449 0.618657733765057 4.99190771759964 5.97858203113094e-07 0.00039000887346919
Solyc01g102910.5.1.2 819.162521783062 1.77443284586215 0.356341548528916 4.97958448344722 6.37209325893619e-07 0.000411522526848617
Solyc02g089630.3.1.2 81.7689199446044 3.63446603762391 0.730212203147926 4.97727375953979 6.44860867106493e-07 0.000412340638806649
Solyc10g086190.3.1.8 94.3847097445106 2.76649400543026 0.559285515175318 4.94647890990536 7.55679106697707e-07 0.000478463412438739
Solyc04g071900.5.1.1 262.133968534565 1.96311254088777 0.397582084864741 4.93762826752023 7.90783941434548e-07 0.000495829208793456
Solyc03g096430.1.1.1 1600.75896666438 1.90614003834607 0.386623502394138 4.93022288231945 8.21358529864013e-07 0.000505190253101692
Solyc10g076210.2.1.2 125.201128619939 2.5939814853066 0.526096362001872 4.93062045788746 8.19688535616937e-07 0.000505190253101692
Solyc02g089250.4.1.1 1066.49386701375 1.64786865952354 0.335163224197497 4.9166153699265 8.80533140459092e-07 0.000531463469879711
Solyc06g068520.3.1.2 1854.54950348574 -1.68729015716429 0.343116575543368 -4.91754195929549 8.76376762723709e-07 0.000531463469879711
Solyc07g041770.1.1.1 520.723051176812 2.01408526287491 0.41072450866257 4.90373771322612 9.40300268905074e-07 0.000552058836058432
Solyc09g098160.3.1.1 116.180565468432 2.74685055693067 0.559799188606484 4.90684983622153 9.2550836300764e-07 0.000552058836058432
Solyc12g094620.3.1.4 90.699473628839 3.80607031352664 0.7759760776778 4.90488099184289 9.34840014066388e-07 0.000552058836058432
Solyc01g090310.4.1.1 157.725134726733 2.57770686183147 0.527102133040093 4.8903366164815 1.0066368313665e-06 0.000585681259849654
Solyc06g035700.1.1.1 2959.51082079987 2.06455425004335 0.423445773988305 4.87560480436007 1.08475584877457e-06 0.000625497341299639
Solyc04g082140.3.1.6 1116.25046110435 1.84007310074384 0.37816654537261 4.86577441410319 1.14009500347646e-06 0.000651589517827584
Solyc02g083490.3.1.2 83.4437659225523 2.83034246312794 0.583313624608419 4.8521795886869 1.22111968321037e-06 0.000691775012114841
Solyc12g009220.2.1.1 435.527534158543 2.1397009711132 0.442450424801738 4.83602422140739 1.32461788071856e-06 0.000743882364978833
Solyc02g065470.1.1.1 817.703745311988 1.57234105208542 0.325622124706198 4.82872917036616 1.37407137315042e-06 0.000765002391558624
Solyc03g098720.3.1.2 45.8265386404267 -5.18439025237384 1.07695948889074 -4.81391389913257 1.48002594725961e-06 0.000816949023298462
Solyc11g071470.1.1.1 1206.67502672898 1.61925295554855 0.337776875235914 4.79385379599362 1.6360752895164e-06 0.000895432324979221
Solyc01g058673.2.1.5 155.140225197924 -2.58460303014706 0.539691754545281 -4.78903560852941 1.67584744633422e-06 0.000909492267051734
Solyc03g096420.1.1.1 3933.77409738356 1.48102954615286 0.309813722062441 4.78038718328418 1.74957916744573e-06 0.000933812576793224
Solyc10g008410.1.1.1 729.904429741563 1.87529281734274 0.392158358300631 4.78197844735245 1.73578293330252e-06 0.000933812576793224
Solyc06g009010.1.1.1 719.354554872387 -1.70493896959966 0.358782251057233 -4.75201592212454 2.01398508780693e-06 0.00106612446672744
Solyc01g067850.2.1.2 55.8369548141235 3.46862343343805 0.73047395006595 4.74845603067007 2.04975437875578e-06 0.001076237701535
Solyc06g005130.3.1.1 340.479799758456 2.276113569519 0.482085653149965 4.72138831480836 2.34240243389192e-06 0.00121997608052909
Solyc01g067740.3.1.4 81.9006496758769 3.46934119155861 0.735817759944546 4.71494625492605 2.41774558688385e-06 0.00123922893247724
Solyc03g097600.4.1.6 770.760153235798 -1.59010298147488 0.337229914361777 -4.71518958952448 2.4148578628289e-06 0.00123922893247724
Solyc01g079260.5.1.3 1012.08729794275 1.62328127905809 0.344790167485939 4.70802659743564 2.50126470768706e-06 0.00125168490765174
Solyc08g078900.1.1.1 5035.6763744953 1.48637722404021 0.315811063247843 4.70653943770717 2.51957260528827e-06 0.00125168490765174
Solyc12g005440.1.1.1 465.246658746342 2.05125082544499 0.435609296587516 4.70892343555135 2.49028584864733e-06 0.00125168490765174
Solyc12g006470.2.1.4 28.2336076086325 5.90784892534509 1.25509272417607 4.70710156432739 2.51263739262956e-06 0.00125168490765174
Solyc02g088100.3.1.2 231.519023734152 1.93450082351723 0.411201218965913 4.70451140291389 2.54474644452822e-06 0.00125454057160704
Solyc01g080570.5.1.6 94.5720439209133 2.59860074464667 0.552871611999981 4.70018841308632 2.5992156534827e-06 0.00127168594949409
Solyc03g117800.4.1.1 50.2498326713016 -3.96085569149483 0.844202891289564 -4.69182909980847 2.70773274218777e-06 0.00131481801470654
Solyc03g111690.4.1.2 1375.11646685381 2.12473072100609 0.454384874902837 4.67605952214064 2.92439757817728e-06 0.00139898847699145
Solyc06g005750.3.1.3 633.300243047155 1.68098358152167 0.359428662969271 4.67682117401244 2.91356122131886e-06 0.00139898847699145
Solyc11g066670.1.1.1 4073.88924942664 1.64060156389399 0.351474581767083 4.66776731234918 3.04490458261501e-06 0.00144592667466502
Solyc12g094620.3.1.6 90.3497247004261 3.06578538903576 0.658801416431038 4.65358044559803 3.26220246255214e-06 0.00153780700318644
Solyc01g079260.5.1.1 661.365149021669 1.5509533207293 0.334726189253462 4.63349857442701 3.59537236561166e-06 0.00167133746585699
Solyc01g111160.3.1.1 4757.79663452699 1.738988666692 0.375316538991898 4.63339204651874 3.5972238046843e-06 0.00167133746585699
Solyc05g054090.3.1.2 715.552043872763 1.91169025325572 0.412970987302685 4.62911514860135 3.67231533765402e-06 0.0016940390652598
Solyc02g083490.3.1.4 254.540029007739 1.95553478762402 0.423080110140555 4.62213831554114 3.79804629157992e-06 0.00173961294753769
Solyc01g111330.4.1.2 516.320856195962 1.62904425726325 0.352645770864032 4.61949182963931 3.84681026849239e-06 0.0017495401461956
Solyc02g083490.3.1.1 126.525154494702 2.33972337622813 0.506652540690836 4.61800383560269 3.8744909358228e-06 0.00174980680851265
Solyc07g063410.3.1.3 1801.83620066298 -1.8162660343746 0.393681830012754 -4.61353787731518 3.95872080450953e-06 0.00177543129858913
Solyc11g073120.2.1.2 522.321701811758 -1.64105279312848 0.356095304419362 -4.60846512931229 4.0565238954027e-06 0.0018067477669855
Solyc07g063410.3.1.1 282.539495750543 -1.91247762816451 0.415256703622384 -4.60553101607153 4.11414656813693e-06 0.00181986173742068
Solyc09g075330.5.1.1 743.306362474629 1.51022093668898 0.32842540636668 4.59836817558156 4.25813009812884e-06 0.00187073848977794
Solyc09g008380.3.1.2 726.211667571087 2.05860081755879 0.448111431805467 4.59394844997496 4.34936865506687e-06 0.00189791166541573
Solyc01g080570.5.1.4 140.806462697336 2.39562574949065 0.52220895850787 4.58748497217623 4.48617709791039e-06 0.00194447174051845
Solyc07g009510.1.1.1 1237.78909089202 -1.64973716103167 0.359914312562797 -4.58369423901093 4.56832116560391e-06 0.00196166819227963
Solyc07g065530.1.1.1 1393.02602475992 1.87881246803301 0.409965099866367 4.58285953766658 4.58660148391541e-06 0.00196166819227963
Solyc03g031940.5.1.3 186.433621911938 2.07153841388389 0.454093087402793 4.5619245730697 5.06868571393754e-06 0.00215359118932575
Solyc03g113090.3.1.3 294.448988641876 1.79727477054794 0.39423174596174 4.55892958636153 5.14150048424197e-06 0.00215615833943711
Solyc06g008620.1.1.1 1579.32624200036 1.39092483323281 0.305041727085874 4.55978546450219 5.12059059921616e-06 0.00215615833943711
Solyc08g082250.3.1.5 434.145485656384 1.62018630896063 0.355527785034626 4.5571299267168 5.18573484164916e-06 0.00216067824221539
Solyc03g080150.3.1.3 210.09782328067 1.96142748161432 0.432094669673723 4.53934662766241 5.64288076309308e-06 0.00231992028768958
Solyc08g007690.1.1.1 366.287500644101 1.85469059246109 0.40857146057749 4.53945214342578 5.64005790211403e-06 0.00231992028768958
Solyc09g014350.3.1.1 357.324243532592 1.88060747568902 0.414401963825674 4.53812394692253 5.67568990515862e-06 0.00231992028768958
Solyc01g096140.3.1.1 301.421702517397 -1.79014061525113 0.394906998339005 -4.53306885616243 5.81328544238783e-06 0.00236121761283202
Solyc04g078195.1.1.2 98.6613114517607 2.42894058717809 0.536464540269848 4.52768152384555 5.96343674433914e-06 0.00237952882245116
Solyc05g047590.5.1.2 74.0255475304353 2.94267405613527 0.64995470412164 4.52750635925014 5.96838055577089e-06 0.00237952882245116
Solyc08g067030.3.1.2 180.917277769296 2.08255226560825 0.459979645542648 4.52748786992828 5.96890262359618e-06 0.00237952882245116
Solyc04g005070.3.1.2 731.631972076594 1.61209441764247 0.35638294786715 4.52348920533487 6.08284232631162e-06 0.00241007437495618
Solyc07g016215.1.1.1 35436.2290444731 1.32016198190852 0.29223275849529 4.51750169524476 6.25735272410213e-06 0.00246409971724368
Solyc01g104400.3.1.2 2926.07184272562 1.41705753225604 0.313828882338502 4.51538278343539 6.32024983575717e-06 0.00247378409025982
Solyc06g062370.4.1.3 26.7892826802603 5.0384229054415 1.1162986714148 4.51350792978708 6.3764064352196e-06 0.0024807293999961
Solyc06g034370.1.1.1 878.68531104176 1.67174651895357 0.370559144855225 4.51141617246206 6.43962325439221e-06 0.00249032185039017
Solyc01g067860.3.1.1 207.134164630061 2.04799705044649 0.455062465418501 4.50047456355918 6.78019183505001e-06 0.00260641874459048
Solyc02g084800.5.1.3 673.105881015898 1.51564333415689 0.33726098836711 4.4939776209963 6.99049779994284e-06 0.00267136289299354
Solyc03g119080.4.1.11 289.150005806203 1.80010843133001 0.400846973328544 4.49076218882811 7.09687545631112e-06 0.00269606123952638
Solyc01g109500.4.1.2 5817.03666657116 1.79314892831612 0.399569651646617 4.48770050709957 7.19960420307758e-06 0.00270328394559975
Solyc02g069110.5.1.10 59.4742514144541 3.15581772780801 0.703107912061947 4.48838318225321 7.17657590921628e-06 0.00270328394559975
Solyc07g052350.3.1.18 42.6513133519632 4.18255698971788 0.932716769526415 4.48427338970389 7.31628110725373e-06 0.00273121425704428
Solyc01g079940.5.1.1 1045.75946622216 1.71243638086063 0.382376078911365 4.47840875856038 7.52015002543486e-06 0.00279118579852089
Solyc02g082880.2.1.2 660.527440769469 2.3299731459721 0.521192682281131 4.47046404368991 7.80500653696178e-06 0.00285894638638528
Solyc06g007470.3.1.4 68.5576028025861 3.92922806392605 0.879055374577718 4.46982997608493 7.82818011334399e-06 0.00285894638638528
Solyc08g080290.5.1.1 1309.66941077304 2.21281993983521 0.495079048881543 4.46962953660492 7.83551934579595e-06 0.00285894638638528
Solyc04g007790.3.1.2 54.2635814951523 3.05187558286324 0.683509335265336 4.46500936476385 8.0065249669249e-06 0.00290492918771878
Solyc06g005310.3.1.1 581.475778346598 -1.90620724879341 0.427052453550516 -4.46363727206153 8.05799328518302e-06 0.00290726995722732
Solyc06g066510.1.1.1 99.550747559338 -2.72503977150259 0.610745225091587 -4.4618273865243 8.12636747898376e-06 0.00291565035848739
Solyc02g070540.3.1.2 1213.43833536527 1.51855474087838 0.340437002338768 4.46060425407949 8.17288887014621e-06 0.00291614093376675
Solyc08g074682.1.1.1 7774.0461940042 1.38893814520609 0.311514771079278 4.45865902407761 8.24739975559751e-06 0.00292655808250549
Solyc06g073580.5.1.3 869.790600455372 2.25729605615797 0.506819462289773 4.45384643667722 8.43454369800316e-06 0.00297661038854885
Solyc11g010930.2.1.4 867.524089237601 -1.5315571978927 0.344181753640684 -4.44985006233539 8.59302598700057e-06 0.00301605871898082
Solyc03g097620.1.1.2 42.1461285175356 -3.87790139595271 0.873214958760576 -4.44094705094943 8.95638326276554e-06 0.0031266007777077
Solyc02g092460.3.1.1 602.848433124277 1.55163765597333 0.349914850716767 4.43432924551488 9.23593879519314e-06 0.00320685698532884
Solyc11g066320.2.1.1 599.65642726655 -1.57368455529906 0.355034080414683 -4.4324887161846 9.31515789686389e-06 0.00321706699088376
Solyc03g080150.3.1.2 373.093248351037 1.82117632990625 0.411379980712536 4.42699308496211 9.55557945396619e-06 0.00328254485263853
Solyc06g072870.1.1.1 1175.81899387053 -1.62253878102055 0.36692816566525 -4.4219521226419 9.78131337453133e-06 0.00332471989659991
Solyc06g076560.2.1.1 347.320735333929 2.35157903780344 0.531777576991907 4.42211018205311 9.77415877692371e-06 0.00332471989659991
Solyc01g006400.4.1.3 1328.31315690028 1.57414218356486 0.356525675655011 4.41522810572573 1.00903533175793e-05 0.00341180731914087
Solyc02g088820.4.1.9 142.094019691845 2.16349963249393 0.491133520852271 4.40511498530905 1.05727780567438e-05 0.00355630808573243
Solyc03g097620.1.1.6 27.5900869398611 -6.44404408536512 1.46364728144305 -4.40273019809238 1.06897069932988e-05 0.00355857039711971
Solyc05g055020.4.1.1 269.42320091446 1.81418505672361 0.412023122106015 4.40311467825055 1.06707723499682e-05 0.00355857039711971
Solyc03g117270.1.1.1 479.418753001938 1.96107373557329 0.445809302572018 4.39890716559574 1.08797350656255e-05 0.00359884128684267
Solyc04g005250.4.1.2 743.968070210981 -1.62224193699228 0.368853729635723 -4.39806298988597 1.09221283363966e-05 0.00359884128684267
Solyc01g102895.1.1.2 258.079348915888 1.82135906595472 0.414798054862465 4.39095372942052 1.12854556546318e-05 0.00368657143745616
Solyc03g083960.3.1.11 101.848326221096 2.33089701883255 0.530880497079196 4.39062469172763 1.13025478402081e-05 0.00368657143745616
Solyc05g005040.5.1.8 110.304376907473 -2.51310130506975 0.573028662719331 -4.38564677226393 1.15641650693871e-05 0.00373897838819983
Solyc05g005680.3.1.4 407.205278151269 2.05655929309635 0.468959392796088 4.38536752795263 1.15790108333586e-05 0.00373897838819983
Solyc01g067860.3.1.4 325.569338556129 1.85515518865973 0.423669764218253 4.37877645595698 1.19347474753309e-05 0.00383467592762099
Solyc03g121900.1.1.1 90.9047201900161 2.54947374879472 0.58329532036263 4.37081125082528 1.23785764173083e-05 0.00394061005331141
Solyc09g010980.1.1.1 827.675209442174 1.73349079789181 0.396618840476569 4.3706718415315 1.23864829336691e-05 0.00394061005331141
Solyc07g007755.2.1.1 141.371837826587 2.33900928705839 0.535846543936198 4.36507301115838 1.270803059042e-05 0.00400346356873417
Solyc09g091810.1.1.1 76.0053254190094 2.9363050369011 0.672559856465203 4.36586425531483 1.26621100375536e-05 0.00400346356873417
Solyc11g010930.2.1.5 317.15100441107 -2.18578230749294 0.501740091151838 -4.35640353649053 1.32216921864501e-05 0.00414506468342388
